date,weekday,state_fips,state_name,state_code,covid,submetric,metric,n_grade,grade,last_updated
2020-03-22,1,34,New Jersey,NJ,POST,travel distance,-0.5885091606561168,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,34,New Jersey,NJ,POST,total,-0.66710371817526282,4.5,A-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,35,New Mexico,NM,POST,visitations,-0.529777005097176,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,35,New Mexico,NM,POST,total,-0.39171982231054081,1.5,D-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,35,New Mexico,NM,POST,travel distance,-0.25366263952390572,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,32,Nevada,NV,POST,visitations,-0.75430272470758286,5,A,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,32,Nevada,NV,POST,travel distance,-0.56462228640194823,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,32,Nevada,NV,POST,total,-0.6594625055547656,4.5,A-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,36,New York,NY,POST,visitations,-0.67440701785908785,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,36,New York,NY,POST,travel distance,-0.5504308662595363,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,36,New York,NY,POST,total,-0.612418942059312,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,39,Ohio,OH,POST,visitations,-0.56339859102008383,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,39,Ohio,OH,POST,total,-0.48116184350241775,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,39,Ohio,OH,POST,travel distance,-0.39892509598475173,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,40,Oklahoma,OK,POST,visitations,-0.53275949356449526,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,40,Oklahoma,OK,POST,total,-0.41260359306038141,1.5,D-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,40,Oklahoma,OK,POST,travel distance,-0.29244769255626751,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,41,Oregon,OR,POST,visitations,-0.54953862239537576,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,41,Oregon,OR,POST,total,-0.42518939406154954,1.5,D-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,41,Oregon,OR,POST,travel distance,-0.30084016572772332,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,42,Pennsylvania,PA,POST,visitations,-0.66691660960315946,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,42,Pennsylvania,PA,POST,total,-0.56026730033498606,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,42,Pennsylvania,PA,POST,travel distance,-0.45361799106681261,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,44,Rhode Island,RI,POST,visitations,-0.58635165846678194,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,44,Rhode Island,RI,POST,total,-0.53316662361419986,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,44,Rhode Island,RI,POST,travel distance,-0.47998158876161778,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,45,South Carolina,SC,POST,visitations,-0.53577278626677216,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,45,South Carolina,SC,POST,total,-0.45465629218396686,1.5,D-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,45,South Carolina,SC,POST,travel distance,-0.37353979810116156,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,46,South Dakota,SD,POST,visitations,-0.52051184274972184,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,46,South Dakota,SD,POST,total,-0.42857645411798906,1.5,D-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,46,South Dakota,SD,POST,travel distance,-0.33664106548625627,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,47,Tennessee,TN,POST,visitations,-0.53627053004262071,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,47,Tennessee,TN,POST,total,-0.43553858129240797,1.5,D-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,47,Tennessee,TN,POST,travel distance,-0.33480663254219517,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,48,Texas,TX,POST,visitations,-0.58296471286286355,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,48,Texas,TX,POST,total,-0.49213732455982884,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,48,Texas,TX,POST,travel distance,-0.40130993625679406,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,49,Utah,UT,POST,visitations,-0.46116006195528569,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,49,Utah,UT,POST,total,-0.37451275293917929,1.5,D-,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,49,Utah,UT,POST,travel distance,-0.28786544392307284,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,51,Virginia,VA,POST,visitations,-0.53915854427272192,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,51,Virginia,VA,POST,total,-0.47153967041965961,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,51,Virginia,VA,POST,travel distance,-0.4039207965665973,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,50,Vermont,VT,POST,visitations,-0.60419654520171684,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,50,Vermont,VT,POST,total,-0.5694482243974397,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,50,Vermont,VT,POST,travel distance,-0.53469990359316266,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,53,Washington,WA,POST,visitations,-0.56517378489119663,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,53,Washington,WA,POST,total,-0.47731720350950141,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,53,Washington,WA,POST,travel distance,-0.38946062212780619,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,55,Wisconsin,WI,POST,visitations,-0.64352934265613615,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,55,Wisconsin,WI,POST,total,-0.52975500509144591,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,55,Wisconsin,WI,POST,travel distance,-0.41598066752675567,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,54,West Virginia,WV,POST,visitations,-0.57773204315779936,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,54,West Virginia,WV,POST,total,-0.47502856798703957,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,54,West Virginia,WV,POST,travel distance,-0.37232509281627979,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,56,Wyoming,WY,POST,visitations,-0.48953672608129206,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-22,1,56,Wyoming,WY,POST,total,-0.27743817781714641,1,F,2020-03-30 09:45:31.219313 UTC
2020-03-22,1,56,Wyoming,WY,POST,travel distance,-0.065339629553000725,1,F,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,02,Alaska,AK,POST,visitations,-0.52444638465284743,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,02,Alaska,AK,POST,total,-0.46734825357895293,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,02,Alaska,AK,POST,travel distance,-0.41025012250505838,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,01,Alabama,AL,POST,visitations,-0.63787619654665384,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,01,Alabama,AL,POST,total,-0.48350832588709336,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,01,Alabama,AL,POST,travel distance,-0.32914045522753294,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,05,Arkansas,AR,POST,visitations,-0.604267881517311,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,05,Arkansas,AR,POST,total,-0.46160981103708265,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,05,Arkansas,AR,POST,travel distance,-0.31895174055685421,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,04,Arizona,AZ,POST,visitations,-0.59847261155129372,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,04,Arizona,AZ,POST,total,-0.44411102847099815,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,04,Arizona,AZ,POST,travel distance,-0.28974944539070258,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,06,California,CA,POST,visitations,-0.724595942824522,5,A,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,06,California,CA,POST,total,-0.59774870722224416,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,06,California,CA,POST,travel distance,-0.47090147161996637,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,08,Colorado,CO,POST,visitations,-0.6421485597252472,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,08,Colorado,CO,POST,total,-0.514694351817663,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,08,Colorado,CO,POST,travel distance,-0.38724014391007883,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,09,Connecticut,CT,POST,visitations,-0.63890449967891338,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,09,Connecticut,CT,POST,total,-0.54253043305695381,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,09,Connecticut,CT,POST,travel distance,-0.44615636643499423,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,11,District of Columbia,DC,POST,visitations,-0.71335162631207161,5,A,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,11,District of Columbia,DC,POST,travel distance,-0.57715760273500238,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,11,District of Columbia,DC,POST,total,-0.64525461452353694,4.5,A-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,10,Delaware,DE,POST,visitations,-0.66929872452617922,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,10,Delaware,DE,POST,total,-0.52164795015158794,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,10,Delaware,DE,POST,travel distance,-0.37399717577699665,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,12,Florida,FL,POST,visitations,-0.60210391175154754,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,12,Florida,FL,POST,total,-0.48575106213847896,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,12,Florida,FL,POST,travel distance,-0.36939821252541033,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,13,Georgia,GA,POST,visitations,-0.58139381581836425,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,13,Georgia,GA,POST,total,-0.46067389058779573,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,13,Georgia,GA,POST,travel distance,-0.33995396535722722,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,15,Hawaii,HI,POST,visitations,-0.57736161720465407,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,15,Hawaii,HI,POST,total,-0.49757839957381811,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,15,Hawaii,HI,POST,travel distance,-0.41779518194298221,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,19,Iowa,IA,POST,visitations,-0.68117976860086482,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,19,Iowa,IA,POST,total,-0.50503456268851976,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,19,Iowa,IA,POST,travel distance,-0.32888935677617476,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,16,Idaho,ID,POST,visitations,-0.50297706881340121,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,16,Idaho,ID,POST,total,-0.37323579212870578,1,F,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,16,Idaho,ID,POST,travel distance,-0.24349451544401032,1,F,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,17,Illinois,IL,POST,visitations,-0.686047232202745,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,17,Illinois,IL,POST,total,-0.54657456576584362,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,17,Illinois,IL,POST,travel distance,-0.40710189932894225,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,18,Indiana,IN,POST,visitations,-0.63971480187686225,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,18,Indiana,IN,POST,total,-0.4887308013597092,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,18,Indiana,IN,POST,travel distance,-0.33774680084255615,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,20,Kansas,KS,POST,visitations,-0.63326544993964384,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,20,Kansas,KS,POST,total,-0.48631568332052871,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,20,Kansas,KS,POST,travel distance,-0.33936591670141358,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,21,Kentucky,KY,POST,visitations,-0.63275316989987085,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,21,Kentucky,KY,POST,total,-0.48019277074171418,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,21,Kentucky,KY,POST,travel distance,-0.32763237158355751,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,22,Louisiana,LA,POST,visitations,-0.660920442037333,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,22,Louisiana,LA,POST,total,-0.54255311752662527,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,22,Louisiana,LA,POST,travel distance,-0.42418579301591747,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,25,Massachusetts,MA,POST,visitations,-0.65210412892845993,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,25,Massachusetts,MA,POST,total,-0.56118621746449993,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,25,Massachusetts,MA,POST,travel distance,-0.47026830600053993,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,24,Maryland,MD,POST,visitations,-0.6288075970617395,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,24,Maryland,MD,POST,total,-0.52726611143398816,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,24,Maryland,MD,POST,travel distance,-0.42572462580623677,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,23,Maine,ME,POST,visitations,-0.57636354609609908,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,23,Maine,ME,POST,total,-0.47599874515599205,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,23,Maine,ME,POST,travel distance,-0.375633944215885,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,26,Michigan,MI,POST,visitations,-0.65565347180898592,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,26,Michigan,MI,POST,total,-0.543217820814404,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,26,Michigan,MI,POST,travel distance,-0.43078216981982193,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,27,Minnesota,MN,POST,visitations,-0.67645970435451641,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,27,Minnesota,MN,POST,total,-0.572452583007295,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,27,Minnesota,MN,POST,travel distance,-0.46844546166007356,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,29,Missouri,MO,POST,visitations,-0.626978973621869,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,29,Missouri,MO,POST,total,-0.45680837662873114,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,29,Missouri,MO,POST,travel distance,-0.28663777963559323,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,28,Mississippi,MS,POST,visitations,-0.60362766696694736,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,28,Mississippi,MS,POST,total,-0.48558110165779234,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,28,Mississippi,MS,POST,travel distance,-0.36753453634863736,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,30,Montana,MT,POST,visitations,-0.65583992765001708,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,30,Montana,MT,POST,total,-0.44283520218071665,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,30,Montana,MT,POST,travel distance,-0.22983047671141621,1,F,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,37,North Carolina,NC,POST,visitations,-0.554206430950276,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,37,North Carolina,NC,POST,total,-0.44526325531354394,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,37,North Carolina,NC,POST,travel distance,-0.33632007967681188,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,38,North Dakota,ND,POST,visitations,-0.670919224529911,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,38,North Dakota,ND,POST,total,-0.548903981111503,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,38,North Dakota,ND,POST,travel distance,-0.42688873769309488,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,31,Nebraska,NE,POST,visitations,-0.607278295200852,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,31,Nebraska,NE,POST,total,-0.49174089577171964,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,31,Nebraska,NE,POST,travel distance,-0.37620349634258737,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,33,New Hampshire,NH,POST,visitations,-0.587441920879798,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,33,New Hampshire,NH,POST,total,-0.51946271491725926,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,33,New Hampshire,NH,POST,travel distance,-0.45148350895472061,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,34,New Jersey,NJ,POST,visitations,-0.70382759919606286,5,A,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,34,New Jersey,NJ,POST,total,-0.59733778063497234,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,34,New Jersey,NJ,POST,travel distance,-0.49084796207388182,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,35,New Mexico,NM,POST,visitations,-0.54489823951538441,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,35,New Mexico,NM,POST,total,-0.38770110813131581,1,F,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,35,New Mexico,NM,POST,travel distance,-0.23050397674724718,1,F,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,32,Nevada,NV,POST,visitations,-0.78553142730455128,5,A,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,32,Nevada,NV,POST,total,-0.64345054414659542,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,32,Nevada,NV,POST,travel distance,-0.50136966098863944,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,36,New York,NY,POST,visitations,-0.65100085022713883,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,36,New York,NY,POST,total,-0.57309801322013032,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,36,New York,NY,POST,travel distance,-0.49519517621312176,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,39,Ohio,OH,POST,visitations,-0.64727300330896453,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,39,Ohio,OH,POST,total,-0.51904980810211054,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,39,Ohio,OH,POST,travel distance,-0.39082661289525661,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,40,Oklahoma,OK,POST,visitations,-0.60478086249176843,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,40,Oklahoma,OK,POST,total,-0.45919595370310529,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,40,Oklahoma,OK,POST,travel distance,-0.31361104491444214,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,41,Oregon,OR,POST,visitations,-0.61346161769234953,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,41,Oregon,OR,POST,total,-0.43608025759992575,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,41,Oregon,OR,POST,travel distance,-0.25869889750750197,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,42,Pennsylvania,PA,POST,visitations,-0.70038988551584369,5,A,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,42,Pennsylvania,PA,POST,total,-0.56820927742126659,4,B,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,42,Pennsylvania,PA,POST,travel distance,-0.43602866932668954,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,44,Rhode Island,RI,POST,visitations,-0.63738818740382586,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,44,Rhode Island,RI,POST,total,-0.54240632066602557,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,44,Rhode Island,RI,POST,travel distance,-0.44742445392822522,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,45,South Carolina,SC,POST,visitations,-0.56476154201415529,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,45,South Carolina,SC,POST,total,-0.43256527537154532,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,45,South Carolina,SC,POST,travel distance,-0.30036900872893535,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,46,South Dakota,SD,POST,visitations,-0.6016972748047521,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,46,South Dakota,SD,POST,total,-0.48488459223716951,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,46,South Dakota,SD,POST,travel distance,-0.36807190966958697,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,47,Tennessee,TN,POST,visitations,-0.59953875350108388,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,47,Tennessee,TN,POST,total,-0.42823994396936915,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,47,Tennessee,TN,POST,travel distance,-0.25694113443765437,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,48,Texas,TX,POST,visitations,-0.62252114071457221,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,48,Texas,TX,POST,total,-0.51291723600846184,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,48,Texas,TX,POST,travel distance,-0.40331333130235153,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,49,Utah,UT,POST,visitations,-0.5847570243741973,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,49,Utah,UT,POST,total,-0.44938010934965256,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,49,Utah,UT,POST,travel distance,-0.31400319432510776,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,51,Virginia,VA,POST,visitations,-0.57757309508100874,2,D,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,51,Virginia,VA,POST,total,-0.47936761114457926,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,51,Virginia,VA,POST,travel distance,-0.38116212720814985,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,50,Vermont,VT,POST,visitations,-0.63895014942632278,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,50,Vermont,VT,POST,total,-0.56712274771242754,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,50,Vermont,VT,POST,travel distance,-0.49529534599853225,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,53,Washington,WA,POST,visitations,-0.6306850017593395,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,53,Washington,WA,POST,total,-0.4988443167632105,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,53,Washington,WA,POST,travel distance,-0.36700363176708151,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,55,Wisconsin,WI,POST,visitations,-0.68303318218738074,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,55,Wisconsin,WI,POST,total,-0.5381430629124605,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,55,Wisconsin,WI,POST,travel distance,-0.39325294363754021,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,54,West Virginia,WV,POST,visitations,-0.601876116579679,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,54,West Virginia,WV,POST,total,-0.46518930981348916,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,54,West Virginia,WV,POST,travel distance,-0.32850250304729928,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,56,Wyoming,WY,POST,visitations,-0.6014860694758094,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-21,7,56,Wyoming,WY,POST,total,-0.35772768051509851,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-21,7,56,Wyoming,WY,POST,travel distance,-0.11396929155438756,1,F,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,02,Alaska,AK,POST,visitations,-0.51032650064638208,1,F,2020-04-01 16:30:12.877678 UTC
2020-03-20,6,02,Alaska,AK,POST,total,-0.45158023327549224,1.5,D-,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,02,Alaska,AK,POST,travel distance,-0.39283396590460246,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,01,Alabama,AL,POST,visitations,-0.63461872073556058,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-20,6,01,Alabama,AL,POST,total,-0.44513310905656811,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,01,Alabama,AL,POST,travel distance,-0.25564749737757558,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,05,Arkansas,AR,POST,visitations,-0.60667945934405343,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-20,6,05,Arkansas,AR,POST,total,-0.4333483657298961,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,05,Arkansas,AR,POST,travel distance,-0.26001727211573872,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,04,Arizona,AZ,POST,visitations,-0.603744134035777,3,C,2020-04-01 16:30:12.877678 UTC
2020-03-20,6,04,Arizona,AZ,POST,total,-0.42852151141244316,2.5,C-,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,04,Arizona,AZ,POST,travel distance,-0.25329888878910933,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,06,California,CA,POST,visitations,-0.70225852878376915,5,A,2020-04-01 16:30:12.877678 UTC
2020-03-20,6,06,California,CA,POST,total,-0.54191689329325288,3.5,B-,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,06,California,CA,POST,travel distance,-0.38157525780273666,2,D,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,08,Colorado,CO,POST,visitations,-0.68849585945947644,4,B,2020-04-01 16:30:12.877678 UTC
2020-03-20,6,08,Colorado,CO,POST,total,-0.542045002958569,3,C,2020-03-30 09:45:31.219313 UTC
2020-03-20,6,08,Colorado,CO,POST,travel distance,-0.39559414645766156,2,D,2020-03-30 09:45:31.219313 UTC
